record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
183,18,18,paragraph,,,,,,,unassigned,,,"Qr. L liter/liters Lat. Latin lb. pound/pounds lit. literally LXX Septuagint, an ancient translation of the aT into Greek M Majority Text m meter/meters mi. mile/miles ms./mss. manuscript/manuscripts MT Masoretic Text, the traditional Hebrew aT N north NIV New International Version of the Bible NKJV New King James Version of the Bible NRSV New Revised Standard Version of the Bible NT New Testament NU the Gr. NT published in the Nestle-Aland Greek New Testament, 27th ed."
184,18,18,paragraph,,,,,,,unassigned,,,"(N) and in the United Bible Societies' Greek New Testament, 4th ed. (U) aT Old Testament oz. ounce/ounces pt. pint Qr. qere, certain words read aloud that differ from the written words in the"
185,18,18,paragraph,,,,,,,unassigned,,,Masoretic Heb. aT (see Kt. above) qt. quart S south SW southwest Syr. Syriac
186,18,19,paragraph,,,,,,,unassigned,,,"teaspoon Tg. Targum, an Aramaic paraphrase of the aT tn. ton/tons v./vv. verse/verses Vg. Vulgate, an ancient translation of the Bible into Latin (Jerome, trans. and ed.) W west yd. yard/yards Books of the Bible Gen. 1 Kin. Eccl. Obad. Mark Col. 2 Pet. Ex. 2 Kin. Song Jon. Luke 1 Thess. 1 John Lev. 1 Chr. Is. Mic. John 2 Thess. 2 John Num. 2 Chr. Jer. Nah. Acts 1 Tim. 3 John Deut. Ezra Lam. Hab. Rom. 2 Tim. Jude Josh. Neh. Ezek. Zeph. 1 Cor. Titus Rev. Judg. Esth. Dan. Hag. 2 Cor. Philem. Ruth Job Hos. Zech. Gal. Heb. 1 Sam. Ps.jPss. Joel Mal. Eph. James 2 Sam. Provo Amos Matt. Phil. 1 Pet."
187,19,19,paragraph,,,,,,,unassigned,,,"Books by Ellen G. White AA The Acts of the Apostles CD Counsels on Diet and Foods CT Counsels to Parents, Teachers, and Students CTr Christ 1humphant DA The Desire of Ages EW Early Writings GC The Great Controversy MB Thoughts from the Mount of Blessings PK Prophets and Kings PP Patriarchs and Prophets SC Steps to Christ SL The Sanctified Life SP The Spirit of Prophecy (4 vols.) ST Signs of the Times IT Testimonies for the Church, vol. 1 TM Testimonies to Ministers and Gospel Workers"
188,20,20,paragraph,,,,,,,unassigned,,,INTRODUCTION
189,20,20,paragraph,,,,,,,unassigned,,,"The Andrews Bible Commentary is a concise exposition of Scripture written by Adventist scholars as a companion to the Andrews Study Bible. It is a valuable Bible study tool for lay readers, pastors, students, and teachers living in expectation of the Advent Hope. It is a confessional commentary only in the sense that the authors are Adventists, who carefully listened to the biblical text to unfold its significance and meaning for its readers, paying particular attention to the topic of biblical hope. The methodology used in the exposition of the biblical text is the historical-grammatical method. In preparing the comments on the biblical text, contributors to the Andrews Bible Commentary have made use of a wide range of literature, including other commentaries. This literature has helped to enrich and sharpen our understanding of the biblical text. While the format does not allow space to engage with the writings of other scholars, essential questions of current interest about the meaning of the text are addressed."
190,20,20,paragraph,,,,,,,unassigned,,,Special Features There are a number of important features in this work that together make this a unique commentary on the Bible and that will hopefully facilitate its usefulness for general reading and comprehension.
191,20,20,paragraph,,,,,,,unassigned,,,"Unique Emphasis. The key distinctive feature of the Andrews Bible Commentary is its emphasis on the biblical topic of hope. The first article unveils some of the main theological dimensions of biblical hope, and the commentaries identify its presence and significance in each biblical book from a theological and historical perspective. This overarching topic, as well as others, provides theological unity to the commentary."
192,20,20,paragraph,,,,,,,unassigned,,,"Articles. A number of articles will prepare readers to use the commentary. There is a rich collection of helpful articles at the front of the work that helps provide background material before the reader engages with the biblical books themselves. Each block of biblical books (e.g., the Pentateuch, the historical books) is introduced by an article that provides a general overview of the content of the books that constitute that particular block. The articles help the readers to see what holds those books together historically and theologically. Some of the articles provide a general discussion of some of the historical background for both the Old and New Testaments."
193,20,20,paragraph,,,,,,,unassigned,,,"Essays. Short essays on topics of relevance to the textual commentary are placed close to the biblical passages to which the topics are relevant. In addition to dealing with what appear to be problematic passages, these essays also develop or clarify significant theological issues and analyze important doctrinal passages in conjunction with other biblical texts."
194,21,21,paragraph,,,,,,,unassigned,,,"Introduction to Biblical Books. In the introduction to the commentary for each book, the reader will find background information that is useful and, in some cases, indispensable for a proper understanding of the book. These introductory materials deal with questions related to authorship, date of composition, the book's historical setting, and some of its main theological themes, as well as some of the literary features that characterize the book."
195,21,21,paragraph,,,,,,,unassigned,,,"Block Commentary. With a few exceptions, the commentary generally does not provide a detailed exegesis of each biblical passage. The exposition is organized according to the blocks of passages or sections that constitute a unity by themselves. The comments show how each section is related to the other, identify the flow of the message of the text, develop some of the main theological concepts running throughout the biblical book, and clarify the meaning of the block of material. There are also personal applications of the message of the text to the present life of the believer. Sometimes it is necessary to linger a little longer on a particular passage by discussing the meaning of a biblical term or grammatical issues that have an impact on the interpretation of the passage."
196,21,21,paragraph,,,,,,,unassigned,,,"Use of Ellen G. White. The readers will find occasional quotes from the writings of Ellen White or references in parenthesis to some of her writings. Adventists believe that she received from the Lord the gift of prophecy, through which He led the development of the Seventh-day Adventist Church and its institutions. Her writings contain significant theological insights on biblical topics, and the authors were encouraged to use them when contextually pertinent. The commentary, however, is based on the meaning of the biblical text and not on her writings. She is not part of the biblical canon and her writings, as she herself indicated, are to be judged by the Scriptures."
197,21,21,paragraph,,,,,,,unassigned,,,"How to Use the Commentary The Andrews Bible Commentary should function as a guide in the personal study of the Bible. In other words, the main interest of the reader should be to gain a better understanding of the Bible. Consequently, the Bible should be the starting point of the study. If the reader is interested in studying a particular book, it would be well to prayerfully read the entire book before consulting the commentary. In this way the mind of the reader will be imbued with the thoughts from the Bible, making it easier to follow and even evaluate the exposition of the text provided in the commentary. If a person is interested in reading the biblical text and the commentary together, it would be better to read first the particular section of the Bible and then the commentary on that block of material. Priority should always be given to the biblical text."
198,21,22,paragraph,,,,,,,unassigned,,,"Since backgrounds are so important in the interpretation of the Bible, it is useful to read the articles and even the introduction to particular books in order to gain a broad perspective of the times when the biblical writers and their audiences lived. Such information will provide a better understanding of the biblical text by placing it within a particular historical moment in the divine-human interaction. The essays found throughout the commentary can also be helpful in supplementing personal study of the Bible. Readers interested in a particular biblical subject can find some of the essays useful as introductions to the topic. Reading a specific essay may also help them realize the need to delve deeper into the subject through a more detailed personal study of the Bible."
